Case,Activity,Timestamp,label
2831567,creating environmental permit decision,2010-12-07 19:26:44,form-based (orig=2010-12-07 20:59:28)
2831567,enter date publication decision environmental permit,2010-12-15 08:00:02,
2832460,register submission date request,2010-11-01 08:00:03,
2832460,enter senddate procedure confirmation,2010-11-02 08:00:02,
2832460,registrer date of publishing received request,2010-11-10 08:00:02,
2832460,request complete,2011-01-26 02:59:40,
2832460,phase advice known,2011-01-26 03:01:00,
2832460,register date environmental permit decision,2011-02-01 08:00:01,
2832460,decision extension procedure term irrevocable,2011-02-01 23:18:04,
2833073,register submission date request,2010-10-25 07:00:03,
2833073,enter senddate procedure confirmation,2010-11-02 08:00:03,
2833073,registrer date of publishing received request,2010-11-10 08:00:03,
2833073,enter senddate procedure confirmation,2010-12-08 08:00:01,
2833073,request complete,2010-12-09 01:10:24,
2838476,register submission date request,2010-10-26 07:00:02,
2838476,enter senddate procedure confirmation;phase advice known;registrer date of publishing received request;request complete,2010-11-04 08:00:01,form-based (orig=2010-11-17 08:00:02)
2838476,creating environmental permit decision;register date environmental permit decision,2010-12-13 21:05:08,form-based (orig=2010-12-14 21:07:28) ; form-based (orig=2010-12-13 21:05:08)
2839858,register submission date request,2010-11-02 08:00:04,
2839858,enter senddate procedure confirmation,2010-11-04 08:00:02,
2839858,registrer date of publishing received request,2010-11-17 08:00:03,
2839858,creating environmental permit decision;enter senddate procedure confirmation;phase advice known;request complete,2010-11-29 19:38:14,form-based (orig=2010-11-29 19:38:47)
2839858,register date environmental permit decision,2010-11-30 08:00:02,
2839858,enter senddate decision environmental permit,2010-12-06 08:00:05,
2839858,enter date publication decision environmental permit,2010-12-08 08:00:02,
2839858,set phase: phase permitting irrevocable,2011-01-21 17:09:21,
2840219,register submission date request,2010-11-02 08:00:05,
2840219,enter senddate procedure confirmation,2010-11-04 08:00:03,
2840219,phase advice known;registrer date of publishing received request;request complete,2010-11-17 08:00:04,form-based (orig=2010-11-26 00:11:35)
2840219,creating environmental permit decision,2010-11-26 00:12:12,
2840219,enter senddate decision environmental permit;enter senddate procedure confirmation;register date environmental permit decision,2010-11-30 08:00:03,form-based (orig=2010-12-06 08:00:06)
2840219,enter date publication decision environmental permit,2010-12-08 08:00:03,
2840219,set phase: phase permitting irrevocable,2011-01-21 17:13:11,
2840553,register submission date request,2010-11-02 08:00:06,
2840553,enter senddate procedure confirmation,2010-11-04 08:00:04,
2840553,registrer date of publishing received request,2010-11-17 08:00:05,
2840553,request complete,2010-11-25 20:53:44,
2840553,phase advice known,2010-11-25 20:54:02,
2840553,creating environmental permit decision,2010-11-25 20:54:50,
2840553,register date environmental permit decision,2010-11-30 08:00:04,
2840553,enter date publication decision environmental permit;enter senddate decision environmental permit;enter senddate procedure confirmation,2010-12-06 08:00:08,form-based (orig=2010-12-06 08:00:09)
2846764,register submission date request;registrer date of publishing received request;request complete,2010-11-03 08:00:02,form-based (orig=2010-11-17 08:00:06)
2846764,phase advice known,2011-01-21 19:29:00,
2847199,register submission date request,2010-11-03 08:00:03,
2847199,enter senddate procedure confirmation;enter senddate procedure confirmation;registrer date of publishing received request,2010-11-08 08:00:01,form-based (orig=2010-11-08 08:00:02)
2847199,phase advice known,2010-11-23 21:39:37,
2847199,enter senddate decision environmental permit,2010-11-26 08:00:01,
2847603,enter date decision procedure term extension;enter senddate procedure confirmation;enter senddate procedure confirmation;register submission date request;registrer date of publishing received request,2010-11-02 08:00:07,form-based (orig=2010-11-08 08:00:03)
2847603,enter senddate decision procedure term extension,2010-12-08 08:00:05,form-based (orig=2010-12-23 08:00:02)
2847603,extend procedure term,2010-12-23 19:20:54,
2847603,grounds for refusal,2011-05-17 21:00:25,
2847603,suspension ground applicable,2011-05-17 21:00:26,
2847603,by law,2011-05-17 21:00:27,
2847603,creating environmental permit decision,2011-05-17 21:00:28,
2847603,enter senddate decision environmental permit,2011-05-18 07:00:01,
2848063,enter senddate procedure confirmation;enter senddate procedure confirmation;register submission date request,2010-11-04 08:00:05,form-based (orig=2010-11-08 08:00:04)
2848063,registrer date of publishing received request,2010-11-17 08:00:09,
2848063,request complete,2010-12-24 20:25:12,
2848063,phase advice known,2010-12-24 20:25:46,
2848063,creating environmental permit decision,2010-12-24 20:26:01,
2851738,register submission date request,2010-11-04 08:00:06,
2851738,enter senddate procedure confirmation,2010-11-09 08:00:01,
2851738,enter senddate procedure confirmation;registrer date of publishing received request;request complete,2010-11-17 08:00:10,form-based (orig=2010-12-21 08:00:01)
2851738,phase advice known,2011-01-26 20:22:02,
2851738,register date environmental permit decision,2011-03-08 08:00:02,
2852274,register submission date request,2010-11-04 08:00:07,
2852274,enter senddate procedure confirmation,2010-11-09 08:00:02,
2852274,registrer date of publishing received request,2010-11-17 08:00:11,
2854000,enter senddate procedure confirmation;enter senddate procedure confirmation;registrer date of publishing received request,2010-11-09 08:00:03,form-based (orig=2010-11-09 08:00:04)
2854000,enter senddate retrieve missing data,2010-12-07 08:00:06,
2857143,enter senddate procedure confirmation;phase advice known;register submission date request;registrer date of publishing received request;request complete,2010-11-09 08:00:05,form-based (orig=2010-11-24 08:00:03)
2857143,register date environmental permit decision,2010-12-08 22:51:02,form-based (orig=2010-12-16 08:00:02)
2866083,enter senddate procedure confirmation;enter senddate procedure confirmation;register submission date request;registrer date of publishing received request;request complete,2010-11-11 08:00:01,form-based (orig=2010-11-18 08:00:04)
2866083,enter date termination request received,2011-01-05 08:00:01,
2866083,enter senddate confirmation request,2011-01-25 08:00:01,
2868276,enter senddate procedure confirmation;register date environmental permit decision;registrer date of publishing received request,2010-11-18 08:00:06,form-based (orig=2010-12-01 08:00:02)
2868276,enter senddate procedure confirmation,2010-12-07 08:00:07,
2868276,request complete,2010-12-07 18:37:59,
2868276,creating environmental permit decision;enter date publication decision environmental permit;enter senddate decision environmental permit,2010-12-07 19:47:04,form-based (orig=2010-12-10 08:00:01)
2868714,register submission date request,2010-11-15 08:00:01,
2868714,enter senddate procedure confirmation,2010-11-18 08:00:07,
2868714,enter senddate procedure confirmation,2010-11-18 08:00:08,
2868714,registrer date of publishing received request,2010-12-01 08:00:03,
2868714,enter senddate procedure confirmation,2010-12-06 08:00:11,
2868714,enter receipt of additional data;enter senddate retrieve missing data;request complete,2010-12-06 08:00:12,form-based (orig=2010-12-29 08:00:01)
2868714,phase advice known,2011-01-18 22:59:56,
2871542,register submission date request,2010-11-16 08:00:01,
2871542,enter senddate acknowledgement;registrer date of publishing received request;request complete,2010-11-22 08:00:01,form-based (orig=2010-12-01 08:00:04)
2871542,create draft environtmental permit;grounds for refusal;phase advice known,2011-03-07 17:39:09,form-based (orig=2011-03-07 17:39:10)
2871542,generate draft decision environmental permit;phase concept draft decision ready;publish official draft decision,2011-03-07 17:39:10,form-based (orig=2011-03-07 17:39:12) ; form-based (orig=2011-03-07 17:39:11)
2871542,enter date advice on treatment of environmental permit,2011-03-08 08:00:03,
2871542,date draft decision for inspection;enter date draft decisionenvironmental permit;publication date draft decision,2011-03-08 08:00:04,form-based (orig=2011-03-16 08:00:01)
2871542,suspension ground applicable,2011-03-28 19:23:57,
2871542,set phase: phase permitting irrevocable,2011-05-13 18:24:24,
2872584,enter senddate acknowledgement;register submission date request;registrer date of publishing received request,2010-11-17 08:00:13,form-based (orig=2010-11-22 08:00:02)
2872584,enter senddate confirmation request;enter senddate procedure confirmation,2010-12-01 08:00:05,form-based (orig=2010-12-06 08:00:13)
2872584,register date decision terminate on request,2010-12-06 08:00:15,
2872584,stop process after terminate on request,2010-12-07 00:40:41,
2873491,enter senddate acknowledgement;enter senddate letter to competent authority;register submission date request,2010-11-16 08:00:02,form-based (orig=2010-11-22 08:00:03)
2873491,enter senddate letter to stakeholders,2010-11-22 08:00:03,form-based (orig=2010-11-22 08:00:05)
2874224,enter senddate acknowledgement;enter senddate procedure confirmation;register submission date request,2010-11-18 08:00:09,form-based (orig=2010-11-23 08:00:01)
2874224,enter senddate procedure confirmation;enter senddate procedure confirmation;registrer date of publishing received request,2010-11-24 08:00:05,form-based (orig=2010-11-24 08:00:06)
2874224,enter receipt of additional data;enter senddate retrieve missing data,2010-12-01 08:00:06,form-based (orig=2010-12-21 08:00:02)
2875758,enter senddate acknowledgement,2010-11-23 08:00:02,
2875758,enter senddate procedure confirmation,2010-11-25 08:00:01,
2875758,enter senddate procedure confirmation;registrer date of publishing received request;request complete,2010-11-25 08:00:02,form-based (orig=2010-12-01 08:00:07)
2875758,phase advice known,2011-01-11 21:55:39,
2875758,creating environmental permit decision,2011-01-11 21:56:06,
2875758,register date environmental permit decision,2011-01-13 08:00:01,
2875758,enter date publication decision environmental permit,2011-01-19 08:00:01,
2876753,enter senddate acknowledgement,2010-11-23 08:00:03,
2876753,register submission date request,2010-11-23 08:00:04,
2879904,register submission date request,2010-11-18 08:00:10,
2879904,enter senddate procedure confirmation,2011-01-19 08:00:02,
2879904,registrer date of publishing received request,2011-01-26 08:00:01,
2883285,register submission date request,2010-10-19 07:00:04,
2883285,enter senddate decision environmental permit;enter senddate procedure confirmation;register date environmental permit decision,2010-11-09 08:00:06,form-based (orig=2010-11-15 08:00:02)
2883285,enter date publication decision environmental permit,2010-11-17 08:00:14,
2883285,registrer date of publishing received request,2010-11-17 08:00:15,
2883285,phase advice known,2010-11-25 20:41:25,
2883285,creating environmental permit decision,2011-01-07 19:38:10,
2883285,set phase: phase permitting irrevocable,2011-01-07 19:42:21,
2884070,enter senddate decision procedure term extension,2011-03-29 07:00:01,
2884070,enter senddate procedure confirmation,2011-03-29 07:00:02,
2884070,phase advice known;register number of days extension period;request complete,2011-03-29 22:31:50,form-based (orig=2011-05-12 18:04:54)
2884070,creating environmental permit decision;enter senddate decision environmental permit;grounds for refusal,2011-05-12 18:07:07,form-based (orig=2011-05-12 18:10:00)
2884070,enter date publication decision environmental permit;register date environmental permit decision,2011-05-13 07:00:01,form-based (orig=2011-05-13 07:00:02)
2887729,register submission date request,2010-11-23 08:00:05,
2887729,enter senddate acknowledgement,2010-11-29 08:00:01,
2887729,activities regular procedure;detailed procedure applies;registrer date of publishing received request,2011-01-05 08:00:02,form-based (orig=2011-10-28 18:03:17)
2887729,forward to the competent authority,2011-10-28 18:03:17,form-based (orig=2011-10-28 18:03:19)
2887729,phase application received;reception through OLO;registrer date of publishing received request;regular procedure without MER,2011-10-28 18:03:20,form-based (orig=2011-10-28 18:03:21)
2887729,send confirmation receipt;send procedure confirmation;subcases completeness completed;treat subcases completeness,2011-10-28 18:03:24,form-based (orig=2011-10-28 18:03:25)
2887729,WAW permit aspect,2011-10-28 18:03:28,
2887729,applicant is stakeholder;article 34  WABO applies;assessment of content completed,2011-10-28 18:03:29,form-based (orig=2011-10-28 18:03:30)
2887729,completed subcases content;create draft environtmental permit,2011-10-28 18:03:31,form-based (orig=2011-10-28 18:03:32)
2887729,extend procedure term,2011-10-28 18:03:34,
2887729,grounds for refusal;phase advice known;phase application receptive;request complete;terminate on request;treat subcases content,2011-10-28 18:03:35,form-based (orig=2011-10-28 18:03:36)
2887729,generate draft decision environmental permit,2011-10-28 18:03:41,
2887729,phase concept draft decision ready,2011-10-28 18:03:42,
2887729,enter date draft decisionenvironmental permit,2011-10-28 18:04:08,
2887729,publish official draft decision,2011-10-28 18:07:04,
2887729,send design decision to stakeholders,2011-10-28 18:07:12,
2887943,enter senddate acknowledgement;enter senddate procedure confirmation;register submission date request,2010-11-26 08:00:02,form-based (orig=2010-11-29 08:00:02)
2887943,enter senddate procedure confirmation,2010-12-03 08:00:02,
2887943,registrer date of publishing received request,2010-12-03 08:00:03,
2887943,enter receipt of additional data;enter senddate retrieve missing data;request complete,2010-12-23 08:00:03,form-based (orig=2011-01-26 08:00:02)
2887943,phase advice known,2011-02-15 21:58:18,
2887943,creating environmental permit decision,2011-02-16 20:30:21,
2887943,register date environmental permit decision,2011-02-23 08:00:01,
2890437,register submission date request,2010-11-23 08:00:06,
2890437,enter senddate acknowledgement,2010-11-30 08:00:05,
2890437,enter senddate procedure confirmation;enter senddate procedure confirmation;registrer date of publishing received request,2010-12-01 08:00:08,form-based (orig=2010-12-06 08:00:16)
2891205,register submission date request,2010-11-18 08:00:11,
2891205,enter senddate acknowledgement,2010-11-30 08:00:06,
2891205,registrer date of publishing received request,2010-12-01 08:00:09,
2891205,enter date decision procedure term extension;enter senddate decision procedure term extension;enter senddate procedure confirmation,2010-12-13 08:00:01,form-based (orig=2011-01-12 08:00:01)
2891205,enter senddate procedure confirmation,2011-02-07 08:00:01,
2891205,register date environmental permit decision,2011-05-24 07:00:01,
2891205,creating environmental permit decision;phase advice known;request complete,2011-05-24 19:33:06,form-based (orig=2011-05-24 19:33:20)
2891205,enter date publication decision environmental permit,2011-06-01 07:00:01,
2891719,register submission date request,2010-11-30 08:00:07,
2891719,enter senddate acknowledgement,2010-12-02 08:00:01,
2891719,enter senddate procedure confirmation;register date environmental permit decision;registrer date of publishing received request,2010-12-15 08:00:04,form-based (orig=2010-12-21 08:00:03)
2891719,request complete,2011-01-24 19:39:29,
2891719,phase advice known,2011-01-24 19:39:45,
2891719,enter senddate decision environmental permit,2011-01-28 08:00:01,
2891719,enter date publication decision environmental permit,2011-02-02 08:00:01,
2899336,register submission date request,2010-11-30 08:00:08,
2899336,enter senddate acknowledgement,2010-12-02 08:00:02,
2899336,enter senddate procedure confirmation;enter senddate procedure confirmation;enter senddate procedure confirmation,2010-12-02 08:00:03,form-based (orig=2010-12-06 08:00:18)
2899336,enter senddate retrieve missing data;registrer date of publishing received request;request complete,2010-12-15 08:00:05,form-based (orig=2010-12-23 08:00:04)
2899336,phase advice known,2011-02-21 20:52:58,
2899336,enter senddate decision environmental permit,2011-02-23 08:00:02,
2899336,register date environmental permit decision,2011-02-23 08:00:03,
2899336,enter date publication decision environmental permit,2011-03-02 08:00:01,
2900428,register submission date request,2010-11-18 08:00:12,
2900428,enter senddate acknowledgement,2010-12-03 08:00:04,
2900428,send procedure confirmation,2011-07-08 19:10:45,
2901823,register submission date request,2010-11-30 08:00:09,
2901823,enter senddate acknowledgement,2010-12-03 08:00:05,
2902319,register submission date request,2010-11-29 08:00:03,
2902319,enter senddate acknowledgement,2010-12-03 08:00:06,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:20,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:21,
2902319,enter senddate procedure confirmation,2010-12-06 08:00:22,
2902319,registrer date of publishing received request,2010-12-15 08:00:06,
2902319,enter senddate retrieve missing data,2010-12-23 08:00:05,
2902319,enter receipt of additional data,2011-01-24 08:00:02,
2902319,request complete,2011-02-08 18:07:21,
2902319,phase advice known,2011-02-08 18:07:35,
2902319,extend procedure term,2011-02-08 18:07:50,
2902319,enter senddate decision environmental permit,2011-02-15 08:00:01,
2902319,register date environmental permit decision,2011-02-15 08:00:02,
2902319,enter date publication decision environmental permit,2011-02-23 08:00:04,
2902671,register submission date request,2010-11-26 08:00:03,
2902671,enter senddate acknowledgement,2010-12-03 08:00:07,
2902671,enter senddate procedure confirmation;enter senddate procedure confirmation;registrer date of publishing received request,2010-12-13 08:00:02,form-based (orig=2010-12-13 08:00:03)
2902671,enter senddate retrieve missing data;request complete,2010-12-15 08:00:07,form-based (orig=2010-12-30 08:00:01)
2902671,phase advice known,2011-01-25 23:09:33,
2902671,creating environmental permit decision,2011-01-25 23:09:44,
2902671,register date environmental permit decision,2011-02-01 08:00:02,
2902671,enter senddate decision environmental permit,2011-02-02 08:00:02,
2902671,enter date publication decision environmental permit,2011-02-09 08:00:01,
2904023,enter senddate acknowledgement;enter senddate procedure confirmation;register submission date request,2010-12-03 08:00:08,form-based (orig=2010-12-07 08:00:08)
2904023,enter senddate procedure confirmation,2010-12-13 08:00:05,
2904023,registrer date of publishing received request,2010-12-15 08:00:08,
2904023,request complete,2011-01-18 17:52:24,
2904023,register date environmental permit decision,2011-01-24 08:00:03,
2904023,creating environmental permit decision;enter date publication decision environmental permit;enter senddate decision environmental permit,2011-01-26 00:47:04,form-based (orig=2011-01-28 08:00:02)
2911919,enter senddate acknowledgement,2010-12-07 08:00:09,
2917203,register submission date request,2010-12-08 08:00:07,
2917203,enter senddate acknowledgement,2010-12-09 08:00:01,
2917203,enter date decision procedure term extension;enter senddate decision procedure term extension;enter senddate procedure confirmation;enter senddate procedure confirmation;extend procedure term;registrer date of publishing received request,2010-12-13 08:00:06,form-based (orig=2010-12-14 08:00:01)
2917203,request complete,2011-01-25 20:21:55,
2917203,terminate on request,2011-03-16 01:19:48,
2917203,enter senddate decision environmental permit,2011-03-16 08:00:03,
2917783,register submission date request,2010-12-08 08:00:08,
2917783,enter date termination request received;enter senddate acknowledgement;enter senddate procedure confirmation;register date decision terminate on request;stop process after terminate on request,2010-12-09 08:00:02,form-based (orig=2011-01-31 08:00:01)
2928203,register submission date request,2010-12-08 08:00:09,
2928203,enter senddate acknowledgement,2010-12-13 08:00:07,
2929114,enter senddate acknowledgement,2010-12-13 08:00:08,
2929114,enter senddate procedure confirmation,2011-02-15 08:00:03,
2929114,enter senddate procedure confirmation,2011-02-15 08:00:04,
2929114,phase advice known,2013-03-16 01:02:55,
2929114,phase concept draft decision ready,2013-03-23 00:54:36,
2929114,request complete,2013-04-11 18:39:56,
2929114,creating environmental permit decision;generating decision environmental permit;ground for refusal after reassessment plan;phase advice known;phase concept draft decision ready;publish official draft decision,2013-04-11 18:40:12,form-based (orig=2013-04-11 18:41:09)
2929114,hearing about draft;perspective from GS or VROM received;perspective on draft decision environmental permit received,2014-02-14 08:00:04,form-based (orig=2014-02-14 08:00:05)
2929114,perspective regarding draft founded;phase perspective submitted;phase perspective submitted,2014-02-14 08:00:07,form-based (orig=2014-02-14 08:00:08)
2929114,subcase perspective complete,2014-02-14 08:00:10,
2929114,subcases reassessment plan completed,2014-02-14 08:00:11,
2929114,treat subcases reassessment plan,2014-02-14 08:00:12,
2929114,updated plan after perspective,2014-02-14 08:00:13,
2929114,appealed to higher court;register objection and appeal periods;transcript decision environmental permit to stakeholders;treat appeal subcase,2014-03-07 08:00:01,form-based (orig=2014-03-07 08:00:02)
2929114,close case,2015-01-07 08:00:02,
2929114,contested decision affected,2015-01-07 08:00:03,
2929114,request for preliminary injunction received,2015-01-07 08:00:04,
2929114,set phase: phase permitting irrevocable,2015-01-07 08:00:05,
2931527,register submission date request,2010-12-09 08:00:03,
2931527,enter senddate acknowledgement;enter senddate procedure confirmation;enter senddate procedure confirmation,2010-12-14 08:00:02,form-based (orig=2010-12-15 08:00:10)
2931527,enter senddate procedure confirmation,2010-12-15 08:00:12,
2931527,registrer date of publishing received request,2010-12-23 08:00:06,
2931527,enter senddate retrieve missing data,2011-01-17 08:00:01,
2931527,enter receipt of additional data,2011-01-24 08:00:04,
2931527,request complete,2011-01-24 21:32:19,
2931527,phase advice known,2011-01-24 21:32:42,
2931527,terminate on request,2011-01-24 21:33:27,
2931527,enter senddate decision environmental permit,2011-02-01 08:00:03,
2931527,register date environmental permit decision,2011-02-01 08:00:04,
2931527,enter date publication decision environmental permit,2011-02-09 08:00:02,
2937163,register submission date request,2010-12-10 08:00:02,
2937163,enter senddate acknowledgement;enter senddate procedure confirmation;enter senddate procedure confirmation;enter senddate procedure confirmation,2010-12-16 08:00:03,form-based (orig=2010-12-16 08:00:04)
2937163,registrer date of publishing received request,2010-12-16 08:00:05,form-based (orig=2010-12-16 08:00:07)
2937163,enter date decision procedure term extension,2011-01-25 08:00:02,
2937163,enter senddate decision procedure term extension,2011-01-25 08:00:03,
2937163,enter receipt of additional data;enter senddate retrieve missing data;extend procedure term,2011-01-25 08:00:04,form-based (orig=2011-01-26 01:05:34)
2937163,WAW permit aspect;creating environmental permit decision;phase advice known;register date environmental permit decision;request complete,2011-01-26 01:05:34,form-based (orig=2011-03-07 22:35:33)
2937457,register submission date request,2010-12-14 08:00:03,
2937457,enter senddate acknowledgement;enter senddate procedure confirmation;enter senddate procedure confirmation;phase advice known;request complete,2010-12-16 08:00:08,form-based (orig=2011-02-09 08:00:03)
2937457,grounds for refusal,2011-02-09 19:43:44,
2937457,register date environmental permit decision,2011-03-15 08:00:01,
2937457,enter senddate decision environmental permit,2011-03-16 08:00:04,
2937457,enter date publication decision environmental permit,2011-03-23 08:00:01,
2938665,register submission date request,2010-12-16 08:00:09,
2938665,enter senddate acknowledgement,2010-12-21 08:00:04,
2938665,enter senddate decision procedure term extension;enter senddate procedure confirmation;registrer date of publishing received request,2010-12-21 08:00:05,form-based (orig=2011-02-08 08:00:01)
2938665,enter senddate procedure confirmation,2011-02-08 08:00:03,
2938665,extend procedure term,2011-02-08 23:32:10,
2938665,treat subcases completeness,2011-02-08 23:33:44,
2938665,request complete,2011-02-08 23:34:33,
2938665,phase advice known,2011-02-08 23:34:46,
2938665,enter senddate decision environmental permit,2011-03-22 08:00:01,
2938665,register date environmental permit decision,2011-03-22 08:00:02,
2938665,enter date publication decision environmental permit,2011-03-30 07:00:01,
2941603,enter date termination request received;enter senddate procedure confirmation;enter senddate procedure confirmation;register submission date request,2010-12-16 08:00:10,form-based (orig=2010-12-17 08:00:01)
2941603,enter senddate confirmation request;register date decision terminate on request;stop process after terminate on request,2010-12-23 08:00:07,form-based (orig=2010-12-23 08:00:08)
2941603,registrer date of publishing received request;request complete,2010-12-23 18:31:56,form-based (orig=2010-12-23 18:32:02)
2946363,register submission date request,2010-12-20 08:00:02,
2946363,enter senddate acknowledgement,2010-12-21 08:00:06,
2946363,enter senddate procedure confirmation;enter senddate procedure confirmation;register date environmental permit decision,2010-12-21 08:00:07,form-based (orig=2010-12-21 08:00:08)
2946363,enter date publication decision environmental permit;enter senddate decision environmental permit;phase advice known;registrer date of publishing received request;request complete,2010-12-22 00:45:22,form-based (orig=2010-12-22 00:46:06)
2952306,register submission date request,2010-12-22 08:00:05,
2952306,enter senddate procedure confirmation,2010-12-23 08:00:09,
2952306,enter senddate procedure confirmation;registrer date of publishing received request;request complete,2010-12-23 08:00:10,form-based (orig=2011-01-05 08:00:03)
2952306,phase advice known,2011-01-10 22:19:46,
2952306,creating environmental permit decision;enter date publication decision environmental permit;enter senddate decision environmental permit,2011-01-10 22:20:14,form-based (orig=2011-01-17 08:00:02)
2953434,register submission date request,2010-12-21 08:00:10,
2953434,enter senddate acknowledgement;enter senddate procedure confirmation;enter senddate procedure confirmation,2010-12-23 08:00:11,form-based (orig=2011-01-17 08:00:03)
2953434,request complete,2011-02-01 23:31:44,
2953434,assessment of content completed,2011-02-01 23:32:07,
2953434,phase advice known,2011-02-01 23:32:08,
2953434,register date environmental permit decision,2011-02-14 08:00:01,
2953434,extend procedure term,2011-02-14 19:10:48,
2953434,enter date publication decision environmental permit,2011-02-23 08:00:05,
2955625,register submission date request,2010-12-21 08:00:11,
2955625,enter senddate acknowledgement,2010-12-23 08:00:12,
2955625,enter receipt of additional data;enter senddate procedure confirmation;enter senddate procedure confirmation;enter senddate retrieve missing data,2011-01-17 08:00:05,form-based (orig=2011-01-17 08:00:06)
2955625,enter date decision procedure term extension;enter senddate decision procedure term extension;enter senddate procedure confirmation;registrer date of publishing received request,2011-03-16 08:00:05,form-based (orig=2011-03-16 08:00:06)
2955625,extend procedure term;phase application receptive;register date environmental permit decision,2011-06-07 07:00:01,form-based (orig=2011-06-07 22:34:43)
2955625,phase advice known,2011-06-07 22:34:43,form-based (orig=2011-06-07 22:36:57)
2955625,creating environmental permit decision,2011-06-07 22:37:12,
2956643,register submission date request,2010-12-23 08:00:13,
2956643,enter senddate acknowledgement,2010-12-24 08:00:02,
2956643,registrer date of publishing received request,2011-02-07 08:00:02,
2956643,enter date decision procedure term extension,2011-02-22 08:00:01,
2956643,enter senddate decision procedure term extension,2011-02-22 08:00:02,
2956643,enter senddate procedure confirmation,2011-02-28 08:00:01,
2956643,extend procedure term;phase advice known;request complete,2011-02-28 18:12:42,form-based (orig=2011-02-28 18:15:56)
2956643,creating environmental permit decision,2011-03-16 20:49:40,
2956643,register date environmental permit decision,2011-03-22 08:00:03,
2956643,enter senddate decision environmental permit,2011-03-23 08:00:02,
2956643,enter date publication decision environmental permit,2011-03-30 07:00:02,
2958289,enter senddate procedure confirmation;enter senddate procedure confirmation;register submission date request;registrer date of publishing received request;request complete,2010-12-21 08:00:12,form-based (orig=2011-01-11 08:00:01)
